id,officer_name,officer_position,position_short_name,update_date,officer_own_percent,quantity,symbol
3,Nguyễn Thanh Vân,Giám đốc,GĐ,2020-06-22,0.0029,10000,ATS
4,Nguyễn Thị Hoài Thu,Trưởng Ban kiểm soát,Trưởng BKS,2021-11-19,0.0,100,ATS
5,Phạm Thị Bích Hạnh,Thành viên Hội đồng Quản trị,TV HĐQT,2022-01-05,0.0,0,ATS
6,Đinh Thị Thu Phương,Thành viên Ban kiểm soát,TV BKS,2022-01-05,0.0,0,ATS
7,Trần Anh Quân,Thành viên Ban kiểm soát,TV BKS,2022-01-05,0.0,0,ATS
8,Nguyễn Thanh Mai,Thành viên Hội đồng Quản trị/Phó Giám đốc,TV HĐQT/Phó GĐ,2022-08-26,0.0,0,ATS
9,Nguyễn Thị Hà,Kế toán trưởng/Phụ trách Công bố thông tin,Kế toán trưởng/Phụ trách CBTT,2024-04-25,0.0,0,ATS
10,Phạm Anh Tuấn,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-08-18,0.0,0,ATS
2,Phạm Minh Hiền,Thành viên Hội đồng Quản trị,TV HĐQT,2016-08-01,0.0,0,ATS
9,Phạm Minh Đức,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-12-30,0.2363,2580820,HMS
2,Nguyễn Văn Hiền,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-11,0.0723,732155,HMS
8,Nguyễn Thế Cảnh,Thành viên Ban kiểm soát,TV BKS,2025-05-30,0.0395,432127,HMS
10,Tôn Mạnh Dũng,Phó Tổng Giám đốc,Phó TGĐ,2026-02-04,0.0236,18900,HMS
1,Nguyễn Lưu Anh Sơn,Phó Giám đốc,Phó GĐ,2017-05-31,0.0163,130320,HMS
3,Đỗ Việt Thi,Tổng Giám đốc/Phó Chủ tịch Hội đồng Quản trị,TGĐ/Phó Chủ tịch HĐQT,2025-02-11,0.0123,124625,HMS
4,TRẦN THỊ HOA,Thành viên Hội đồng Quản trị/Kế toán trưởng,TV HĐQT/Kế toán trưởng,2025-02-11,0.0115,116442,HMS
7,Ngô Kim Dung,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-11,0.0054,54965,HMS
5,Phạm Thu Lan,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-11,0.0021,20473,HMS
6,Nguyễn Thị Thủy,Thành viên Ban kiểm soát,TV BKS,2025-02-11,0.001,10450,HMS
11,Trần Văn Tưởng,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2026-01-27,0.0002437,290,BTG
2,Trần Bảy,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2015-09-14,0.0,0,BTG
3,Phạm Anh Vũ,Thành viên Hội đồng Quản trị,TV HĐQT,2022-05-04,0.0,0,BTG
4,Nguyễn Hồng Nhân,Phó Giám đốc,Phó GĐ,2023-04-13,0.0,0,BTG
5,Lâm Anh Tuấn,Thành viên Ban kiểm soát,TV BKS,2023-05-16,0.0,0,BTG
1,Nguyễn Văn Phố,Phó Giám đốc,Phó GĐ,2015-09-14,0.0,0,BTG
7,Trương Văn Húa,Thành viên Hội đồng Quản trị,TV HĐQT,2023-10-12,0.0,0,BTG
8,Nguyễn Tấn Hưng,Thành viên Ban kiểm soát,TV BKS,2024-05-04,0.0,0,BTG
9,Nguyễn Thị Ngọc Hương,Thành viên Ban kiểm soát,TV BKS,2024-05-04,0.0,0,BTG
10,Lê Thị Thanh Hằng,Trưởng phòng Tài chính - Kế toán,Trưởng phòng Tài chính - Kế toán,2024-06-26,0.0,0,BTG
6,Đoàn Thanh Phong,Thành viên Hội đồng Quản trị,TV HĐQT,2023-05-16,0.0,0,BTG
1,Nhữ Thị Kim Thu,Thành viên Hội đồng Quản trị,TV HĐQT,2021-07-14,0.0,0,PIV
2,Lê Thị Thanh Nga,Kế toán trưởng,Kế toán trưởng,2022-12-06,0.0,0,PIV
3,Đỗ Quang,Tổng Giám đốc,TGĐ,2022-12-06,0.0,0,PIV
4,Trương Thị Nhung,Thành viên Ban kiểm soát,TV BKS,2023-03-07,0.0,0,PIV
5,Đặng Thị Nụ,Thành viên Ban kiểm soát,TV BKS,2023-04-20,0.0,0,PIV
6,Hoàng Tiến Thành,Thành viên Ban kiểm soát,TV BKS,2023-04-20,0.0,0,PIV
7,Nguyễn Duy Bằng,Thành viên Hội đồng Quản trị,TV HĐQT,2023-04-20,0.0,0,PIV
8,Trương Tuấn Anh,Chủ tịch Hội đồng Quản trị/Phụ trách Công bố thông tin,Chủ tịch HĐQT/Phụ trách CBTT,2023-04-20,0.0,0,PIV
9,Lê Trường Kỹ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-09-03,0.1426198,1270740,PDB
10,Huỳnh Phước Huyền Vy,Thành viên Hội đồng Quản trị,TV HĐQT,2025-09-03,0.0729223,649736,PDB
8,Nguyễn Thị Minh Phượng,Thành viên Ban kiểm soát,TV BKS,2025-08-08,0.0377633,336470,PDB
1,Đinh Ngọc Đạm,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2015-09-14,0.0187,166650,PDB
3,Đặng Tiến Đức,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2025-08-08,0.0068071,60651,PDB
2,Nguyễn Thị Kim Liên,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2015-09-14,0.0037,33300,PDB
4,Nguyễn Văn Triều,Phó Tổng Giám đốc,Phó TGĐ,2025-08-08,0.0028806,25666,PDB
11,Lê Anh Long,Trưởng Ban kiểm soát,Trưởng BKS,2025-09-03,0.0026375,23500,PDB
5,Nguyễn Thị Thảo,Kế toán trưởng/Phụ trách Công bố thông tin/Phó Tổng Giám đốc,Kế toán trưởng/Phụ trách CBTT/Phó TGĐ,2025-08-08,0.0024467,21800,PDB
7,Chu Văn Tuấn,Thành viên Ban kiểm soát,TV BKS,2025-08-08,0.0,0,PDB
6,Trần Cảnh Thành,Thành viên Ban kiểm soát,TV BKS,2025-08-08,0.0,0,PDB
4,La Văn Út,Chủ tịch Hội đồng Quản trị/Phó Tổng Giám đốc,Chủ tịch HĐQT/Phó TGĐ,2025-07-28,0.01252,1000000,VTO
15,Văn Thị Hồng Phượng,Phó Tổng Giám đốc,Phó TGĐ,2025-10-23,0.00751,600000,VTO
6,Nguyễn Thanh Tuyên,Người phụ trách quản trị công ty/Phụ trách Công bố thông tin,Người phụ trách quản trị công ty/Phụ trách CBTT,2025-07-28,0.000175,14000,VTO
5,Nguyễn Quang Chiến,Phó Tổng Giám đốc,Phó TGĐ,2025-07-28,0.000145,11579,VTO
7,Trương Văn Minh,Thành viên Hội đồng Quản trị,TV HĐQT,2025-07-28,7.04e-05,5622,VTO
3,Phạm Lý Trang Khanh,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2024-06-13,6.886e-05,5500,VTO
8,Bùi Hồng Dũng,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2025-07-28,5.45e-05,4350,VTO
9,Nguyễn Chí Nam,Thành viên Hội đồng Quản trị,TV HĐQT,2025-07-28,2.88e-05,2300,VTO
10,Nguyễn Trọng Nghĩa,Kế toán trưởng/Trưởng phòng Tài chính - Kế toán,Kế toán trưởng/Trưởng phòng Tài chính - Kế toán,2025-07-28,4e-06,320,VTO
12,Phạm Văn Trung,Thành viên Ban kiểm soát,TV BKS,2025-07-28,0.0,0,VTO
13,Lê Minh Ngọc,Thành viên Hội đồng Quản trị,TV HĐQT,2025-07-28,0.0,0,VTO
14,Nguyễn Quang Cương,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2025-07-28,0.0,0,VTO
1,Nguyễn Tiến Dũng,Trưởng Ban kiểm soát,Trưởng BKS,2024-02-23,0.0,0,VTO
2,Phạm Thúy Hà,Thành viên Ban kiểm soát,TV BKS,2024-02-23,0.0,0,VTO
11,Đỗ Quang Minh,Phó Tổng Giám đốc,Phó TGĐ,2025-07-28,0.0,0,VTO
1,Lưu Quốc Tuấn,Phó Giám đốc,Phó GĐ,2017-09-25,0.0,0,CBI
2,Nguyễn Hữu Sơn,Phó Giám đốc,Phó GĐ,2017-09-25,0.0,0,CBI
3,Nguyễn Văn Phương,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2023-09-13,0.0,0,CBI
4,Tô Xuân Thanh,Thành viên Hội đồng Quản trị,TV HĐQT,2023-09-13,0.0,0,CBI
5,Hoàng Văn Sáng,Trưởng Ban kiểm soát,Trưởng BKS,2023-09-13,0.0,0,CBI
6,Lê Văn Lưỡng,Thành viên Ban kiểm soát,TV BKS,2023-09-13,0.0,0,CBI
7,Lê Thị Linh Đa,Người phụ trách quản trị công ty,Người phụ trách quản trị công ty,2023-09-13,0.0,0,CBI
8,Đào Thị Vân Anh,Thành viên Ban kiểm soát,TV BKS,2023-09-13,0.0,0,CBI
9,Bùi Tiến Hải,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-05-03,0.0,0,CBI
10,Đỗ Ngọc Hải,Kế toán trưởng/Trưởng phòng Tài chính - Kế toán,Kế toán trưởng/Trưởng phòng Tài chính - Kế toán,2024-08-09,0.0,0,CBI
11,Nguyễn Văn Tuấn,Phó Giám đốc,Phó GĐ,2024-10-21,0.0,0,CBI
12,Trần Văn Chưởng,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-08-08,0.0,0,CBI
13,Phạm Thành Đô,Thành viên Hội đồng Quản trị,TV HĐQT,2025-12-24,0.0,0,CBI
14,Trịnh Văn Tuấn,Thành viên Hội đồng Quản trị,TV HĐQT,2026-02-04,0.0,0,CBI
1,Đặng Vũ Dương,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,STL
2,Hứa Vĩnh Cường,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,STL
3,Lại Việt Cường,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,STL
4,Nguyễn Anh Tuấn,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,STL
5,Nguyễn Chí Kiên,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,STL
6,Nguyễn Chí Uy,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2015-09-14,0.0,0,STL
7,Nguyễn Đỗ Việt,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,STL
8,Nguyễn Đức Ngọ,Thành viên Ban kiểm soát,TV BKS,2015-09-14,0.0,0,STL
9,Nguyễn Duy Kiên,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,STL
10,Nguyễn Trường Giang,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,STL
11,Tăng Bích Trâm,Kế toán trưởng/Phụ trách Công bố thông tin,Kế toán trưởng/Phụ trách CBTT,2015-09-14,0.0,0,STL
12,Trần Mạnh Hùng,Trưởng Ban kiểm soát,Trưởng BKS,2015-09-14,0.0,0,STL
13,Vũ Anh Tuấn,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,STL
14,Lê Phước Hùng,Phó Tổng Giám đốc,Phó TGĐ,2017-06-07,0.0,0,STL
15,Nguyễn Xuân Kỳ,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2017-06-07,0.0,0,STL
16,Nguyễn Trí Dũng,Chủ tịch Hội đồng Quản trị/Tổng Giám đốc,Chủ tịch HĐQT/TGĐ,2022-10-17,0.0,0,STL
17,Nguyễn Phương Bắc,Thành viên Ban kiểm soát,TV BKS,2022-12-27,0.0,0,STL
18,Đào Trung Dũng,Trưởng Ban kiểm soát,Trưởng BKS,2023-05-15,0.0,0,STL
19,Lê Thị Thu Hằng,Thành viên Ban kiểm soát,TV BKS,2023-05-15,0.0,0,STL
1,Huỳnh Văn Quyển,Phó phòng Kế toán,Phó phòng Kế toán,2015-09-14,0.0,0,VKP
2,Lê Hoàng Vũ,Giám đốc điều hành/Thành viên Hội đồng Quản trị,GĐ Điều hành/TV HĐQT,2015-09-14,0.0,0,VKP
3,Lê Quang Nghĩa,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,VKP
4,Nguyễn Huy Chính,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,VKP
5,Nguyễn Minh Hải,Phó Giám đốc,Phó GĐ,2015-09-14,0.0,0,VKP
6,Nguyễn Minh Tiến,Thành viên Hội đồng Quản trị/Phụ trách Công bố thông tin/Giám đốc,TV HĐQT/Phụ trách CBTT/GĐ,2015-09-14,0.0,0,VKP
7,Nguyễn Thái Việt,Kế toán trưởng,Kế toán trưởng,2015-09-14,0.0,0,VKP
8,Nguyễn Tiến Đạt,Thành viên Ban kiểm soát,TV BKS,2015-09-14,0.0,0,VKP
9,Phạm Đức Trình,Trưởng Ban kiểm soát,Trưởng BKS,2015-09-14,0.0,0,VKP
10,Quách Đức,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,VKP
11,Trần Hoàng Dũng,Phó Giám đốc Kỹ thuật - Sản xuất,Phó GĐ Kỹ thuật - Sản xuất,2015-09-14,0.0,0,VKP
12,Trương Tứ Đệ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2015-09-14,0.0,0,VKP
13,Lê Văn Hiền,Phó Giám đốc/Thành viên Hội đồng Quản trị,Phó GĐ/TV HĐQT,2016-12-30,0.0,0,VKP
14,Lê Thị Út Hậu,Thành viên Hội đồng Quản trị,TV HĐQT,2023-05-15,0.0,0,VKP
15,Nguyễn Thị Tuyết Lan,Thành viên Ban kiểm soát,TV BKS,2023-05-15,0.0,0,VKP
16,Nguyễn Thành Công,Thành viên Ban kiểm soát,TV BKS,2023-06-09,0.0,0,VKP
7,Trần Thanh Hải,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2025-08-05,0.0026,10400,XMD
4,Nguyễn Ngọc Phượng,Kế toán trưởng,Kế toán trưởng,2023-06-20,0.00228,9100,XMD
8,Trần Duy Tình,Phó Giám đốc,Phó GĐ,2025-09-23,0.00088,3500,XMD
2,Nguyễn Cao Thắng,Thành viên Hội đồng Quản trị,TV HĐQT,2018-04-13,1.8e-05,7000,XMD
5,Đặng Việt Đức,Thành viên Ban kiểm soát,TV BKS,2025-04-18,0.0,0,XMD
3,Lê Thị Ngọc Diệp,Thành viên Ban kiểm soát,TV BKS,2021-05-15,0.0,0,XMD
1,Nguyễn Đức Ứng,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2018-04-13,0.0,0,XMD
6,Nguyễn Đức Thảo,Thành viên Ban kiểm soát,TV BKS,2025-08-05,0.0,0,XMD
3,Nguyễn Quốc Định,Chủ tịch Hội đồng Quản trị/Phó Tổng Giám đốc,Chủ tịch HĐQT/Phó TGĐ,2024-02-02,0.0045,315000,IMP
7,Trần Thị Đào,Tổng Giám đốc/Phó Chủ tịch Hội đồng Quản trị,TGĐ/Phó Chủ tịch HĐQT,2026-02-03,0.0044,671400,IMP
10,Ngô Minh Tuấn,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2026-02-03,0.002,306000,IMP
11,Lê Văn Nhã Phương,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2026-02-03,0.0016,251790,IMP
12,Huỳnh Văn Nhung,Phó Tổng Giám đốc,Phó TGĐ,2026-02-03,0.0012,180000,IMP
1,Nguyễn Đức Tuấn,Trưởng Ban kiểm soát,Trưởng BKS,2015-09-14,0.0008,52860,IMP
2,Trần Anh Tuấn,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0007,48000,IMP
4,Lê Thị Kim Chung,Thành viên Ban kiểm soát,TV BKS,2024-02-02,0.0003,22050,IMP
6,Trần Hoài Hạnh,Kế toán trưởng,Kế toán trưởng,2024-02-27,0.0,0,IMP
9,Hàn Thị Khánh Vinh,Thành viên Hội đồng Quản trị,TV HĐQT,2026-02-03,0.0,0,IMP
5,Đỗ Thị Thanh Thúy,Thành viên Ban kiểm soát,TV BKS,2024-02-02,0.0,0,IMP
8,Trương Minh Hùng,Thành viên Hội đồng Quản trị,TV HĐQT,2026-02-03,0.0,0,IMP
4,Vũ Tiến Duy,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2023-07-12,0.0096,40000,VTK
9,Nguyễn Hữu Đức,Phó Giám đốc,Phó GĐ,2025-08-11,0.0047,44478,VTK
7,Nguyễn Đăng Hùng,Phó Giám đốc,Phó GĐ,2025-08-11,0.0036978,34697,VTK
1,Nguyễn Hữu Hải,Kế toán trưởng,Kế toán trưởng,2018-12-14,0.0028,11820,VTK
10,Phan Thế Trường,Trưởng Ban kiểm soát,Trưởng BKS,2026-02-04,0.0004216,3956,VTK
6,Trương Thị Thu Hà,Thành viên Hội đồng Quản trị,TV HĐQT,2025-05-08,0.0,0,VTK
5,Nguyễn Địch Tuấn Anh,Thành viên Hội đồng Quản trị,TV HĐQT,2025-05-08,0.0,0,VTK
8,Nguyễn Đức Cường,Thành viên Ban kiểm soát,TV BKS,2025-08-11,0.0,0,VTK
3,Đỗ Minh Phương,Thành viên Hội đồng Quản trị,TV HĐQT,2022-10-13,0.0,0,VTK
2,Ngô Văn Chinh,Thành viên Ban kiểm soát,TV BKS,2020-05-06,0.0,0,VTK
6,Tô Khải Đạt,Tổng Giám đốc,TGĐ,2026-01-30,0.0594,1187500,PTD
2,HỒ THANH ĐỨC,Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-13,0.05,250000,PTD
7,Trần Minh Trúc,Chủ tịch Hội đồng Quản trị/Phó Tổng Giám đốc,Chủ tịch HĐQT/Phó TGĐ,2026-01-30,0.0125,250000,PTD
3,Hoàng Trường Giang,Thành viên Ban kiểm soát,TV BKS,2026-01-22,0.001875,6000,PTD
5,Trần Ngọc Tú,Thành viên Ban kiểm soát,TV BKS,2026-01-22,0.00125,4000,PTD
4,Dương Thị Ngọc Thùy,Trưởng Ban kiểm soát,Trưởng BKS,2026-01-22,0.0001563,500,PTD
9,Nguyễn Hoàng Vũ,Kế toán trưởng,Kế toán trưởng,2026-02-03,3.75e-06,75,PTD
8,Yang Pei Long,Thành viên Hội đồng Quản trị,TV HĐQT,2026-02-03,2.5e-06,50,PTD
1,BÙI QUANG HUÂN,Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-13,0.0,0,PTD
1,Tạ Thu Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,2017-12-14,0.0069,110000,HBH
6,NGUYỄN HOÀNG GIANG,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2025-08-28,0.000125,2000,HBH
3,Trịnh Quang Huy,Thành viên Ban kiểm soát,TV BKS,2020-06-29,0.0,0,HBH
4,Trần Dương Ánh Tuyết,Thành viên Ban kiểm soát,TV BKS,2023-04-28,0.0,0,HBH
5,Nguyễn Tiến Quyết,Phó Giám đốc,Phó GĐ,2025-01-02,0.0,0,HBH
2,Trần Văn Trung,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2019-06-17,0.0,0,HBH
7,Quách Thị Thu Huyền,Thành viên Hội đồng Quản trị,TV HĐQT,2025-08-28,0.0,0,HBH
8,Nguyễn Như Khuê,Thành viên Ban kiểm soát,TV BKS,2025-08-28,0.0,0,HBH
9,Bùi Thị Huyền,Trưởng Ban kiểm soát,Trưởng BKS,2025-08-28,0.0,0,HBH
10,Nguyễn Thị Hương Giang,Kế toán trưởng,Kế toán trưởng,2025-08-28,0.0,0,HBH
10,Đặng Văn Hoan,Thành viên Ban kiểm soát/Phụ trách Công bố thông tin,TV BKS/Phụ trách CBTT,2025-10-21,0.2046,920641,BHC
9,Nguyễn Văn Sơn,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-10-21,0.1404,631688,BHC
3,Phan Văn Hải,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,BHC
4,Trần Văn Ngân,Phó Chủ tịch Hội đồng Quản trị/Phó Tổng Giám đốc,Phó Chủ tịch HĐQT/Phó TGĐ,2015-09-14,0.0,0,BHC
5,Trần Văn Phúc,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,BHC
6,Đỗ Hoàng Minh,Trưởng Ban kiểm soát,Trưởng BKS,2017-08-08,0.0,0,BHC
7,Đinh Thị Bích Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,2018-05-08,0.0,0,BHC
8,Nguyễn Văn Tuyến,Kế toán trưởng,Kế toán trưởng,2025-02-24,0.0,0,BHC
1,Nguyễn Thanh Hoàn,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2015-09-14,0.0,0,BHC
11,Đào Văn Sơn,Thành viên Ban kiểm soát,TV BKS,2026-02-11,0.0,0,BHC
2,Nguyễn Trọng Kim,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,BHC
10,NGUYỄN XUÂN DƯƠNG,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-08-11,0.0315,615466,HUG
7,Nguyễn Văn Trung,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2025-08-11,0.0115,224893,HUG
6,PHẠM THỊ PHƯƠNG HOA,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2025-08-11,0.0097,188592,HUG
2,Bùi Thị Lý,Thành viên Hội đồng Quản trị,TV HĐQT,2025-04-26,0.0043,83154,HUG
8,CHU HỮU NGHỊ,Phó Tổng Giám đốc,Phó TGĐ,2025-08-11,0.0024,47444,HUG
3,Hoàng Xuân Nam,Thành viên Ban kiểm soát,TV BKS,2025-04-26,0.0022,43200,HUG
4,Đinh Thị Thu Hường,Thành viên Ban kiểm soát,TV BKS,2025-04-26,0.0014,27652,HUG
9,Trần Thị Hường,Trưởng phòng Tài chính - Kế toán,Trưởng phòng Tài chính - Kế toán,2025-08-11,0.0005,9872,HUG
1,Phạm Thị Nguyên Hạnh,Thành viên Hội đồng Quản trị,TV HĐQT,2017-12-14,0.0,0,HUG
5,Nguyễn Văn Hải,Thành viên Ban kiểm soát,TV BKS,2025-04-26,0.0,0,HUG
