Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
ticker,yearReport,lengthReport,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,EBIT Margin (%),Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Market Capital (Bn. VND),Outstanding Share (Mil. Shares),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,
VCS,2025,5,0.08289666849999999,0.1203465913,0.17791007705904066,3.207934159278125,0.6759054375,4.8480990974,119.24140086946046,207.9034361078,21.4032516501,348.54808862736047,1.7556227393,0.18569715616199506,0.2530515860365798,0.16819589601590393,0.1356065979,0.1402648636,0.1136845207,907117255619.0,766723699313,0.0844444444,9.1758343276,2.0774179514,4.696311019,-16.531841132300443,1.1203465912940918,7200000000000,160000000,10.3677249487,1.4027719325,1.7438087874,11.024970092,4340.39292348125,32079.3415927813,7.1059664112,year,VCS
VCS,2024,5,0.19422487759999998,0.2656458402,0.1546387932871164,3.19351383989375,0.6682640306,5.2142705649,107.68948840328883,262.150389568,17.4781807925,387.3180587637888,1.3923305649,0.21298187804972332,0.2725758233921869,0.18674429832224365,0.1598983591,0.1515694678,0.1247944975,1052604117317.0,920522882308,0.0934579439,4.1257922847,1.1933822587,2.1949286898,-26.61482230437792,1.265645840209933,6848000000000,160000000,8.9184744298,1.3402165184,1.5844254705,3.9893370735,5044.51368469375,31935.1383989375,5.9171922147,year,VCS
VCS,2023,5,0.229508082,0.297329396,0.17402154493967686,3.116136505169375,0.6668417708,4.7249577733,124.82693721114228,306.2060980011,11.5691803186,442.6022155308422,1.1920076131,0.23098662221503827,0.28041606950706605,0.1943976626201293,0.1717744412,0.1651313409,0.1296324816,1141490856283.0,1005683679147,0.062992126,3.8285334877,0.973858807,1.8185773078,-17.756515052256468,1.297329396034719,10160000000000,160000000,12.3384772821,2.0377797922,2.3335608704,7.6423043253,5289.87768551875,31161.3650516938,8.638992071,year,VCS
VCS,2022,5,0.3137421024,0.3535140564,0.20031492891279093,3.042961028910625,0.8396264449,5.6265754102,134.15317103013058,213.926642993,15.4966613738,363.57647539693056,1.7061923419,0.25114509042374517,0.307931093652059,0.20294141959891365,0.235802116,0.2255291344,0.1703949827,1551035489638.0,1421547876804,0.1090909091,3.4034861995,0.6766765713,1.7515871297,-28.19456924383137,1.3535140563653503,8800000000000,160000000,7.9478978761,1.807450029,1.5546974054,7.3837488507,7179.38940344375,30429.6102891063,5.8881654706,year,VCS
VCS,2021,5,0.3635276643,0.4141639217,0.21269031303912628,3.0463731354425,1.0920595631,6.8813916666,111.7057567702654,159.1058588248,22.3185881089,293.1302037039654,2.2940701411,0.3031076953490058,0.3482969676953958,0.2506403870875906,0.4058763613,0.3297038054,0.2737142316,2271057769392.0,2143010500644,0.0711743772,3.1131384708,0.5583266817,1.8659673468,-37.67841088090273,1.4141639217157511,8992000000000,160000000,5.432770806,1.8448166886,1.2718296974,8.2148031003,11075.37415034375,30463.731354425,4.2148582299,year,VCS
VCS,2020,5,0.5008578112,0.5696255044,0.2639209787152638,2.411138169243125,0.972514861,5.4513762241,122.92654049749446,194.4750534872,32.6228828258,350.02447681049443,1.8768474077,0.30599937539645566,0.3469909404938935,0.252389064092826,0.3909993519,0.3097788355,0.2454521156,1850899766474.0,1731832387709,0.0170940171,2.4528063043,0.3955862155,1.3732073341,-22.49563643436785,1.5696255043509744,18720000000000,160000000,13.8952866236,4.8524801064,3.3076574547,14.8518008647,8927.62352319375,24111.3816924313,10.6231434034,year,VCS
VCS,2019,5,0.5575875305,0.6190968788,0.3068505460168566,2.155428746570625,1.1138798944,6.9236222646,102.02211618887593,195.4702143135,34.1893129931,331.6816434954759,1.8672921666,0.3048224058227248,0.34373411375276414,0.2534917655834213,0.4564040071,0.3312514828,0.2823593811,1799516626469.0,1695654799099,0.0464756003,2.3676525189,0.2496700863,1.2673527681,-28.262912382372384,1.619096878843996,20656000000000,160000000,15.5757688383,5.9895276151,3.7132626393,23.3301955961,8813.216331725,21554.2874657063,12.1456668629,year,VCS
VCS,2018,5,0.4213658372,0.6129802472,0.2009346663183735,1.706595335168125,1.1009376703,8.7591723805,85.79431056935267,212.0941919875,46.1896267909,344.0781293477527,1.7209334993,0.2984832118942313,0.3307775894345669,0.24848390414745827,0.4383327212,0.3477404938,0.2735652905,1422931914318.0,1349620530640,0.0154918668,2.2674765007,0.2553725993,1.0023258407,-41.90766006559936,1.6129802471843406,20656000000000,160000000,19.5581756649,7.5647693006,4.5682983364,64.3425159796,7022.14909430625,17065.9533516813,15.0247595049,year,VCS
VCS,2017,5,0.398609459,0.5901205355,0.20191355358627364,1.49743153963875,1.2178835119,8.4339818574,66.76987160718033,177.6829162294,57.5009293287,301.95371716528035,2.0542211246,0.25717645791602284,0.2911447629744578,0.25773041863664153,0.5837992165,0.3340480757,0.3138856274,1188882123102.0,1119366729200,0.0309837335,2.3286441247,0.4643211631,1.1373646097,-27.573271046386097,1.5901205355012797,10328000000000,80000000,9.7944829077,4.3107145997,2.3728760093,14.6015343413,14022.2232072875,29948.630792775,8.9384349651,year,VCS
VCS,2016,5,0.9919226874,1.306577446,0.3789395776772383,0.90445986586,1.0496074759,5.606441691,66.14487533685829,216.5774089833,55.4036708822,338.1259552023583,1.6853096623,0.26629324705090907,0.30871465515352264,0.2104885159470702,0.5527858905,0.3159751835,0.2209303199,922633740961.0,855198041489,0.0309837335,1.5920550332,0.2531645222,0.661173032,-17.02124728743569,2.306577446034013,7746000000000,60000000,11.8151551895,5.3526421489,2.4119647048,9.8654068022,11266.3619642,24118.9297562667,9.2901740921,year,VCS
VCS,2015,5,1.8295931997,1.7854040056,0.5981083206872092,0.624119574875625,0.963699272,3.9304881321,61.77204991786343,206.9705699241,28.6616940568,297.40431389876346,1.7635357536,0.2393329051338572,0.28997573784910585,0.154666615583429,0.4535845176,0.2503156203,0.1490521048,694780395637.0,626134358278,0.0309837335,1.3792841837,0.202610103,0.5431276825,-7.723710960392195,2.7854040055828797,6842203304100,52999251,18.4564184395,6.8534270484,2.6153562293,29.6273894205,7634.6999495898535,18837.2910500188,11.5858139504,year,VCS
VCS,2014,5,2.4422630192,2.3704462685,0.9342935581507834,0.4909796052175,0.7621781471,2.166886532,63.24757390800725,230.2261185321,37.933736699,331.40742913910725,1.585397879,0.2683137236119862,0.3437493010879766,0.10277226764264749,0.2295542126,0.2354708226,0.0783307765,666387038965.0,553668958968,0.0154918668,1.2449543145,0.2596035353,0.5516362851,-6.195783693790655,3.3707377817085997,6842203304100,52999251,32.2635941299,8.7098873754,3.315802731,748.1348419087,4001.4140854933967,14822.2352868345,12.5015248401,year,VCS
VCS,2013,5,1.7252181955,1.6046275707,1.1021732730718836,0.663823584218125,0.4841799159,1.0731762606,65.0080925200191,308.0103536646,45.8166411747,418.8350873593191,1.1850250995,0.1850765886326827,0.30183447061874324,0.054640359624243996,0.0694676344,0.1000591916,0.0264557647,375977812315.0,242595193389,0.0038729667,1.0312854629,0.0981206748,0.3871012842,-2.556748874764469,2.6050201452185147,6842203304100,52999251,95.5326267875,6.4420384673,5.2199370835,34.1209293727,1351.3707760511559,20040.2404696059,21.5323205315,year,VCS
VCS,2025,4,0.08289666849999999,0.1203465913,0.17791007705904066,3.207934159278125,0.6759054375,4.8480990974,119.24140086946046,207.9034361078,21.4032516501,348.54808862736047,1.7556227393,0.19316683984741492,0.25777254721455645,0.1734780359237326,0.1356065979,0.1402648636,0.1136845207,907117255619.0,206197198519,0.0844444444,9.1758343276,2.0774179514,6.1423853289,-14.603199264911137,1.1203465912940918,7200000000000,160000000,10.3677249487,1.4027719325,1.7438087874,11.024970092,1157.376605125,32079.3415927813,7.3583828764,quarter,VCS
VCS,2025,3,0.3015895005,0.3231069435,0.17923020053181557,3.286685828686875,0.6287267119,5.0387789954,117.27916119398603,196.4565868632,16.8616248761,330.597372933286,1.8579168346,0.1652843547022616,0.24450858371766138,0.1455296660165415,0.1346339276,0.1151921932,0.1054688591,911290580163.0,152879057320,0.0844444444,3.7616144955,1.2601547617,2.7497331546,-11.436273941643393,1.3231069435403429,7200000000000,160000000,10.3082088367,1.3691603745,1.7292012646,9.0914055745,841.294015425,32866.8582868688,7.3246846021,quarter,VCS
VCS,2025,2,0.2301245683,0.2861268623,0.15842028202641106,3.204872091455,0.649270125,5.3671680686,113.05665340759825,205.2371372102,16.4549430969,334.74873371469823,1.7784305753,0.1961373744586427,0.2661207650154923,0.18784863062327206,0.1400016415,0.1308354998,0.1119241045,952975066304.0,219368102051,0.0419287212,3.9136860288,1.2889000638,2.8934772398,-21.443570564446667,1.286126862282376,7632000000000,160000000,10.5150718055,1.488358931,1.812635373,7.5409171505,1313.11018891875,32048.72091455,7.2753149553,quarter,VCS
VCS,2025,1,0.1968443835,0.2311354798,0.14467739167696136,3.284773103931875,0.6698612889,5.4468488731,103.88353972218368,221.3982015018,14.802825618,340.08456684198364,1.6486132115,0.18494120267401082,0.2415052795415453,0.16166001857687812,0.1482595424,0.1391157314,0.1204232886,1002879207523.0,188279341423,0.0403225806,4.6220186966,1.4973002209,3.2676455237,-21.73956643463201,1.2311354797580856,7936000000000,160000000,10.3474060525,1.5099977512,1.8601890964,4.7437060687,1028.6121140125,32847.7310393188,7.1483096237,quarter,VCS
VCS,2024,4,0.19422487759999998,0.2656458402,0.1546387932871164,3.19351383989375,0.6682640306,5.2142705649,107.68948840328883,262.150389568,17.4781807925,387.3180587637888,1.3923305649,0.1958373742656981,0.2600901661849686,0.17162637149522963,0.1598983591,0.1515694678,0.1247944975,1052604117317.0,215878499631,0.0909090909,4.1257922847,1.1933822587,2.756582411,-24.500001198054754,1.265645840209933,7040000000000,160000000,8.7223472371,1.3777926825,1.6288486145,4.1011876457,1182.43656613125,31935.1383989375,6.1070866718,quarter,VCS
VCS,2024,3,0.1679573461,0.2217465948,0.14779174222860383,3.27767650102,0.6879053766,5.3212113819,98.88931737907059,265.0829904182,12.2473570207,376.21966481797057,1.3769272763,0.20333321610545044,0.27209531718884433,0.1666806510006848,0.1670843302,0.1616236454,0.13445299,1119080653193.0,197562164541,0.0672268908,4.8323259934,1.2917403672,3.1122649534,-25.936246481118193,1.2217465947722628,9520000000000,160000000,11.1369220823,1.8153103267,2.1767419245,4.7004704387,1012.1867577,32776.7650102,7.9604133537,quarter,VCS
VCS,2024,2,0.15273581,0.2062026732,0.15885505435360772,3.17668644482,0.6960216745,5.194665168,104.78677285617518,283.5559897805,10.6873754279,399.03013806457517,1.2872237341,0.22937705522029436,0.2873620968126325,0.21395966146756004,0.1748425194,0.1763196937,0.1394763412,1162453565773.0,269341396323,0.0316455696,5.1221505989,1.5419461959,3.0771919963,-34.83779035684842,1.206202673156885,10112000000000,160000000,11.3898853512,1.9894944338,2.2824282548,4.9873606735,1570.2364476125,31766.8644482,7.9930964128,quarter,VCS
VCS,2024,1,0.1999371054,0.2471564597,0.16257333767873886,3.21966280005875,0.6762265639,4.9724938945,113.87129538430177,303.5316772414,11.8231044578,429.2260770835018,1.2025104046,0.22138321839803604,0.2696591024236252,0.1906573045995488,0.1711136431,0.1653606802,0.1325097447,1186621281124.0,237740821813,0.0265251989,4.415306142,1.2776030984,2.5335570237,-22.800585273349025,1.2471564597379512,12064000000000,160000000,14.0115339574,2.3418601475,2.7456253364,7.3027495697,1279.65391325,32196.6280005875,9.6720016702,quarter,VCS
VCS,2023,4,0.229508082,0.297329396,0.17402154493967686,3.116136505169375,0.6668417708,4.7249577733,124.82693721114228,306.2060980011,11.5691803186,442.6022155308422,1.1920076131,0.2437715397389284,0.29532955046094417,0.2053107010620385,0.1717744412,0.1651313409,0.1296324816,1141490856283.0,281257014465,0.0596125186,3.8285334877,0.973858807,1.9933224576,-20.766747182649993,1.297329396034719,10736000000000,160000000,12.6846033101,2.1533074655,2.4658572348,8.0755688225,1480.51211393125,31161.3650516938,9.4237919435,quarter,VCS
VCS,2023,3,0.2206179625,0.2644705352,0.17657345784671638,3.1818698943925,0.6722856078,4.7019886374,136.14411290638938,308.0001509951,12.0366745185,456.18093841998933,1.1850643541,0.23271496466410108,0.28307680523510015,0.18954300653072906,0.1640108465,0.1624490985,0.1239645944,1169701282750.0,239342271445,0.0715563506,4.2323337346,0.8121374635,2.14237596,-17.078289623859543,1.2644705352196812,8944000000000,160000000,10.9562935869,1.75682859,2.0202611429,7.0184244977,1218.38033130625,31818.698943925,7.6644973098,quarter,VCS
VCS,2023,2,0.295914731,0.3595836929,0.18994361210868727,3.061762332735625,0.6666337251,4.7079968909,143.77473549713557,305.4503361603,13.4267212285,462.6517928859356,1.1949569432,0.2280153399750716,0.2783262958915174,0.19726271727526384,0.1648057893,0.163381399,0.1220205619,1193382116479.0,259426613800,0.0315457413,3.3391854576,0.729565369,1.7258021879,-16.86723054031841,1.3595836928609066,10144000000000,160000000,12.3320559061,2.0707028538,2.2572581227,8.6952987303,1402.7345368875,30617.6233273563,8.6229664203,quarter,VCS
VCS,2023,1,0.27581467660000003,0.3172789899,0.1903644773274459,3.156706630989375,0.7474951432,5.2534585512,139.6818494123192,263.5359944092,14.1900073734,417.4078511949192,1.385010047,0.21826926063359248,0.26342558524513,0.18389517303533245,0.1934527771,0.1909597247,0.1423508764,1346581719186.0,225657779437,0.0315955766,3.6977600914,0.6454002293,1.9561449116,-16.472698547899626,1.317278989901682,10128000000000,160000000,10.4650293002,2.0052544439,1.9929307979,12.195398856,1188.25070339375,31567.0663098938,7.7667185527,quarter,VCS
VCS,2022,4,0.3137421024,0.3535140564,0.20031492891279093,3.042961028910625,0.8396264449,5.6265754102,134.15317103013058,213.926642993,15.4966613738,363.57647539693056,1.7061923419,0.22526587484710017,0.29794900148578257,0.16856191677962465,0.235802116,0.2255291344,0.1703949827,1551035489638.0,276415255071,0.1183431953,3.4034861995,0.6766765713,1.8202245976,-16.643763893895425,1.3535140563653503,8112000000000,160000000,7.0618818887,1.6661402995,1.4331483355,6.8064739406,1292.72479835,30429.6102891063,5.5592852735,quarter,VCS
VCS,2022,3,0.3206018305,0.372146672,0.18476808005500558,3.216464257455625,0.9042209755,6.3302280275,124.98947399860582,200.2880886837,16.3397945432,341.6173572255058,1.822374972,0.24181565794263354,0.3144416810893923,0.18367805915217933,0.2792393735,0.2543256994,0.202404804,1831423819510.0,264854765977,0.1081081081,3.3154188325,0.5710317552,1.8398017518,-23.40558569867335,1.3721466720107844,8880000000000,160000000,6.2999415869,1.7254971782,1.4102066601,10.315055196,1257.36298948125,32164.6425745563,5.1275126249,quarter,VCS
VCS,2022,2,0.31875464979999996,0.3932726279,0.1985337531522223,3.0907279585075,1.0208025937,6.901977917,115.27771483329425,166.4118452245,16.4522377757,298.14179783349425,2.193353481,0.25979029121635017,0.3068668001774906,0.2141998038117825,0.3426191522,0.3174766261,0.2447379969,2163565805949.0,448339450701,0.0545454545,3.1806138181,0.5346639732,1.8854059994,-39.361808040418936,1.3932726278852392,8800000000000,160000000,5.1963257043,1.7795160473,1.2458220148,7.2598464766,2310.37844821875,30907.279585075,4.2895765618,quarter,VCS
VCS,2022,1,0.31648486610000004,0.3417928028,0.19321349801751797,3.2658663308375,1.0447079408,6.7888654569,114.45755655878183,160.7656463979,17.3847865023,292.6079894589819,2.2703855468,0.26792639930455636,0.31224488478299134,0.230144197314286,0.3717968378,0.3144793282,0.259647714,2251582498931.0,431938405055,0.0410958904,3.6077988906,0.7755908957,2.2109662657,-38.89452395623329,1.341792802785769,11680000000000,160000000,6.5902759805,2.2352415134,1.6379219744,7.1880551444,2318.92316739375,32658.663308375,5.2934791081,quarter,VCS
VCS,2021,4,0.3635276643,0.4141639217,0.21269031303912628,3.0463731354425,1.0920595631,6.8813916666,111.7057567702654,159.1058588248,22.3185881089,293.1302037039654,2.2940701411,0.29847071856170604,0.35147018670412367,0.25093037502004584,0.4058763613,0.3297038054,0.2737142316,2271057769392.0,556273678138,0.0389483934,3.1131384708,0.5583266817,2.0503071799,-41.977464201396124,1.4141639217157511,16432000000000,160000000,9.2558242525,3.3712219559,2.3241443047,14.9842271867,2922.9408864125,30463.731354425,7.4415900034,quarter,VCS
