last_updated,group_name,name,value,unit,source,report_type
2020-03-26,Giá trị GDP hiện hành,GDP danh nghĩa,1188207.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2020-03-26,Giá trị GDP hiện hành,Nông nghiệp,120084.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Công nghiệp,5.15,%,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Dịch vụ,3.27,%,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Nông nghiệp,0.08,%,Tổng cục thống kê,Quý 1
2020-03-26,Tăng trưởng thực của GDP,Tổng GDP,3.82,%,Tổng cục thống kê,Quý 1
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.44,%,Tổng cục thống kê,6 tháng
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,31.86,%,Tổng cục thống kê,Quý 2
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.04,%,Tổng cục thống kê,6 tháng
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,40.32,%,Tổng cục thống kê,Quý 2
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,14.16,%,Tổng cục thống kê,6 tháng
2020-06-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,17.69,%,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP (2010),Công nghiệp,599315.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),Công nghiệp,315686.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP (2010),Dịch vụ,188007.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),Dịch vụ,313378.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP (2010),GDP thực,1594140.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),GDP thực,887862.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP (2010),Nông nghiệp,575897.0,Tỷ VNĐ,,6 tháng
2020-06-28,Giá trị GDP (2010),Nông nghiệp,158542.0,Tỷ VNĐ,,Quý 2
2020-06-28,Giá trị GDP hiện hành,Công nghiệp,861692.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,Công nghiệp,440569.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP hiện hành,Dịch vụ,1083270.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,Dịch vụ,557662.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP hiện hành,GDP danh nghĩa,2576480.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,GDP danh nghĩa,1382995.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Giá trị GDP hiện hành,Nông nghiệp,364732.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2020-06-28,Giá trị GDP hiện hành,Nông nghiệp,244699.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Công nghiệp,2.98,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Công nghiệp,1.38,%,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Dịch vụ,0.57,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Dịch vụ,-1.76,%,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Nông nghiệp,1.19,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Nông nghiệp,1.72,%,Tổng cục thống kê,Quý 2
2020-06-28,Tăng trưởng thực của GDP,Tổng GDP,1.81,%,Tổng cục thống kê,6 tháng
2020-06-28,Tăng trưởng thực của GDP,Tổng GDP,0.36,%,Tổng cục thống kê,Quý 2
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,33.16,%,Tổng cục thống kê,9 tháng
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,32.59,%,Tổng cục thống kê,Quý 3
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.73,%,Tổng cục thống kê,9 tháng
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,43.92,%,Tổng cục thống kê,Quý 3
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,14.05,%,Tổng cục thống kê,9 tháng
2020-09-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,13.86,%,Tổng cục thống kê,Quý 3
2020-09-28,Giá trị GDP (2010),Công nghiệp,932041.0,Tỷ VNĐ,,9 tháng
2020-09-28,Giá trị GDP (2010),Công nghiệp,355168.0,Tỷ VNĐ,,Quý 3
2020-09-28,Giá trị GDP (2010),Dịch vụ,991228.0,Tỷ VNĐ,,9 tháng
2020-09-28,Giá trị GDP (2010),Dịch vụ,392479.0,Tỷ VNĐ,,Quý 3
2020-09-28,Giá trị GDP (2010),GDP thực,2578108.0,Tỷ VNĐ,,9 tháng
2020-09-28,Giá trị GDP (2010),GDP thực,983730.0,Tỷ VNĐ,,Quý 3
2020-09-28,Giá trị GDP (2010),Nông nghiệp,359775.0,Tỷ VNĐ,,9 tháng
2020-09-28,Giá trị GDP (2010),Nông nghiệp,128735.0,Tỷ VNĐ,,Quý 3
2020-09-28,Giá trị GDP hiện hành,Công nghiệp,1382675.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2020-09-28,Giá trị GDP hiện hành,Công nghiệp,519397.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2020-09-28,Giá trị GDP hiện hành,Dịch vụ,1781754.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2020-09-28,Giá trị GDP hiện hành,Dịch vụ,699839.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2020-09-28,Giá trị GDP hiện hành,GDP danh nghĩa,4169988.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2020-09-28,Giá trị GDP hiện hành,GDP danh nghĩa,1593586.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2020-09-28,Giá trị GDP hiện hành,Nông nghiệp,585786.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2020-09-28,Giá trị GDP hiện hành,Nông nghiệp,220863.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2020-09-28,Tăng trưởng thực của GDP,Công nghiệp,3.08,%,Tổng cục thống kê,9 tháng
2020-09-28,Tăng trưởng thực của GDP,Công nghiệp,2.95,%,Tổng cục thống kê,Quý 3
2020-09-28,Tăng trưởng thực của GDP,Dịch vụ,1.37,%,Tổng cục thống kê,9 tháng
2020-09-28,Tăng trưởng thực của GDP,Dịch vụ,2.75,%,Tổng cục thống kê,Quý 3
2020-09-28,Tăng trưởng thực của GDP,Nông nghiệp,1.84,%,Tổng cục thống kê,9 tháng
2020-09-28,Tăng trưởng thực của GDP,Nông nghiệp,2.93,%,Tổng cục thống kê,Quý 3
2020-09-28,Tăng trưởng thực của GDP,Tổng GDP,2.12,%,Tổng cục thống kê,9 tháng
2020-09-28,Tăng trưởng thực của GDP,Tổng GDP,2.62,%,Tổng cục thống kê,Quý 3
2020-12-27,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,34.81,%,Tổng cục thống kê,Quý 4
2020-12-27,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,39.45,%,Tổng cục thống kê,Quý 4
2020-12-27,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,16.46,%,Tổng cục thống kê,Quý 4
2020-12-27,Giá trị GDP (2010),Công nghiệp,473978.0,Tỷ VNĐ,,Quý 4
2020-12-27,Giá trị GDP (2010),Dịch vụ,496223.0,Tỷ VNĐ,,Quý 4
2020-12-27,Giá trị GDP (2010),GDP thực,1268385.0,Tỷ VNĐ,,Quý 4
2020-12-27,Giá trị GDP (2010),Nông nghiệp,164726.0,Tỷ VNĐ,,Quý 4
2020-12-27,Giá trị GDP hiện hành,Công nghiệp,738351.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2020-12-27,Giá trị GDP hiện hành,Dịch vụ,836983.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2020-12-27,Giá trị GDP hiện hành,GDP danh nghĩa,2121415.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2020-12-27,Giá trị GDP hiện hành,Nông nghiệp,349207.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2020-12-27,Tăng trưởng thực của GDP,Công nghiệp,5.6,%,Tổng cục thống kê,Quý 4
2020-12-27,Tăng trưởng thực của GDP,Dịch vụ,4.29,%,Tổng cục thống kê,Quý 4
2020-12-27,Tăng trưởng thực của GDP,Nông nghiệp,4.69,%,Tổng cục thống kê,Quý 4
2020-12-27,Tăng trưởng thực của GDP,Tổng GDP,4.48,%,Tổng cục thống kê,Quý 4
2021-03-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,36.45,%,Tổng cục thống kê,Quý 1
2021-03-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,42.2,%,Tổng cục thống kê,Quý 1
2021-03-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,11.71,%,Tổng cục thống kê,Quý 1
2021-03-28,Giá trị GDP (2010),Công nghiệp,434967.0,Tỷ VNĐ,,Quý 1
2021-03-28,Giá trị GDP (2010),Dịch vụ,508697.0,Tỷ VNĐ,,Quý 1
2021-03-28,Giá trị GDP (2010),GDP thực,1189216.0,Tỷ VNĐ,,Quý 1
2021-03-28,Giá trị GDP (2010),Nông nghiệp,125510.0,Tỷ VNĐ,,Quý 1
2021-03-28,Giá trị GDP hiện hành,Công nghiệp,698219.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2021-03-28,Giá trị GDP hiện hành,Dịch vụ,808319.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2021-03-28,Giá trị GDP hiện hành,GDP danh nghĩa,1915368.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2021-03-28,Giá trị GDP hiện hành,Nông nghiệp,224182.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2021-03-28,Tăng trưởng thực của GDP,Công nghiệp,6.3,%,Tổng cục thống kê,Quý 1
2021-03-28,Tăng trưởng thực của GDP,Dịch vụ,3.34,%,Tổng cục thống kê,Quý 1
2021-03-28,Tăng trưởng thực của GDP,Nông nghiệp,3.16,%,Tổng cục thống kê,Quý 1
2021-03-28,Tăng trưởng thực của GDP,Tổng GDP,4.48,%,Tổng cục thống kê,Quý 1
2021-06-29,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,37.61,%,Tổng cục thống kê,6 tháng
2021-06-29,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,38.41,%,Tổng cục thống kê,Quý 2
2021-06-29,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,41.13,%,Tổng cục thống kê,6 tháng
2021-06-29,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,40.14,%,Tổng cục thống kê,Quý 2
2021-06-29,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,12.15,%,Tổng cục thống kê,6 tháng
2021-06-29,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,12.61,%,Tổng cục thống kê,Quý 2
2021-06-29,Giá trị GDP (2010),Công nghiệp,913163.0,Tỷ VNĐ,,6 tháng
2021-06-29,Giá trị GDP (2010),Công nghiệp,478718.0,Tỷ VNĐ,,Quý 2
2021-06-29,Giá trị GDP (2010),Dịch vụ,1027529.0,Tỷ VNĐ,,6 tháng
2021-06-29,Giá trị GDP (2010),Dịch vụ,515232.0,Tỷ VNĐ,,Quý 2
2021-06-29,Giá trị GDP (2010),GDP thực,2443187.0,Tỷ VNĐ,,6 tháng
2021-06-29,Giá trị GDP (2010),GDP thực,1248813.0,Tỷ VNĐ,,Quý 2
2021-06-29,Giá trị GDP (2010),Nông nghiệp,265008.0,Tỷ VNĐ,,6 tháng
2021-06-29,Giá trị GDP (2010),Nông nghiệp,137147.0,Tỷ VNĐ,,Quý 2
2021-06-29,Giá trị GDP hiện hành,Công nghiệp,1505538.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2021-06-29,Giá trị GDP hiện hành,Công nghiệp,787580.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2021-06-29,Giá trị GDP hiện hành,Dịch vụ,1646611.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2021-06-29,Giá trị GDP hiện hành,Dịch vụ,823138.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2021-06-29,Giá trị GDP hiện hành,GDP danh nghĩa,4003548.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2021-06-29,Giá trị GDP hiện hành,GDP danh nghĩa,2050431.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2021-06-29,Giá trị GDP hiện hành,Nông nghiệp,486485.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2021-06-29,Giá trị GDP hiện hành,Nông nghiệp,258553.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2021-06-29,Tăng trưởng thực của GDP,Công nghiệp,8.36,%,Tổng cục thống kê,6 tháng
2021-06-29,Tăng trưởng thực của GDP,Công nghiệp,10.28,%,Tổng cục thống kê,Quý 2
2021-06-29,Tăng trưởng thực của GDP,Dịch vụ,3.96,%,Tổng cục thống kê,6 tháng
2021-06-29,Tăng trưởng thực của GDP,Dịch vụ,4.3,%,Tổng cục thống kê,Quý 2
2021-06-29,Tăng trưởng thực của GDP,Nông nghiệp,3.82,%,Tổng cục thống kê,6 tháng
2021-06-29,Tăng trưởng thực của GDP,Nông nghiệp,4.11,%,Tổng cục thống kê,Quý 2
2021-06-29,Tăng trưởng thực của GDP,Tổng GDP,5.64,%,Tổng cục thống kê,6 tháng
2021-06-29,Tăng trưởng thực của GDP,Tổng GDP,6.61,%,Tổng cục thống kê,Quý 2
2021-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,38.03,%,Tổng cục thống kê,9 tháng
2021-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,38.79,%,Tổng cục thống kê,Quý 3
2021-09-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,40.19,%,Tổng cục thống kê,9 tháng
2021-09-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,38.23,%,Tổng cục thống kê,Quý 3
2021-09-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,12.79,%,Tổng cục thống kê,9 tháng
2021-09-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,14.23,%,Tổng cục thống kê,Quý 3
2021-09-28,Giá trị GDP (2010),Công nghiệp,1364438.0,Tỷ VNĐ,,9 tháng
2021-09-28,Giá trị GDP (2010),Công nghiệp,450933.0,Tỷ VNĐ,,Quý 3
2021-09-28,Giá trị GDP (2010),Dịch vụ,1508521.0,Tỷ VNĐ,,9 tháng
2021-09-28,Giá trị GDP (2010),Dịch vụ,481371.0,Tỷ VNĐ,,Quý 3
2021-09-28,Giá trị GDP (2010),GDP thực,3643802.0,Tỷ VNĐ,,9 tháng
2021-09-28,Giá trị GDP (2010),GDP thực,1201066.0,Tỷ VNĐ,,Quý 3
2021-09-28,Giá trị GDP (2010),Nông nghiệp,420887.0,Tỷ VNĐ,,9 tháng
2021-09-28,Giá trị GDP (2010),Nông nghiệp,156017.0,Tỷ VNĐ,,Quý 3
2021-09-28,Giá trị GDP hiện hành,Công nghiệp,2276166.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2021-09-28,Giá trị GDP hiện hành,Công nghiệp,770816.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2021-09-28,Giá trị GDP hiện hành,Dịch vụ,2405609.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2021-09-28,Giá trị GDP hiện hành,Dịch vụ,759537.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2021-09-28,Giá trị GDP hiện hành,GDP danh nghĩa,5985244.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2021-09-28,Giá trị GDP hiện hành,GDP danh nghĩa,1986949.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2021-09-28,Giá trị GDP hiện hành,Nông nghiệp,765140.0,Tỷ VNĐ,Tổng cục thống kê,9 tháng
2021-09-28,Giá trị GDP hiện hành,Nông nghiệp,282757.0,Tỷ VNĐ,Tổng cục thống kê,Quý 3
2021-09-28,Tăng trưởng thực của GDP,Công nghiệp,3.57,%,Tổng cục thống kê,9 tháng
2021-09-28,Tăng trưởng thực của GDP,Công nghiệp,-5.02,%,Tổng cục thống kê,Quý 3
2021-09-28,Tăng trưởng thực của GDP,Dịch vụ,0.69,%,Tổng cục thống kê,9 tháng
2021-09-28,Tăng trưởng thực của GDP,Dịch vụ,-9.28,%,Tổng cục thống kê,Quý 3
2021-09-28,Tăng trưởng thực của GDP,Nông nghiệp,2.74,%,Tổng cục thống kê,9 tháng
2021-09-28,Tăng trưởng thực của GDP,Nông nghiệp,1.04,%,Tổng cục thống kê,Quý 3
2021-09-28,Tăng trưởng thực của GDP,Tổng GDP,1.42,%,Tổng cục thống kê,9 tháng
2021-09-28,Tăng trưởng thực của GDP,Tổng GDP,-6.17,%,Tổng cục thống kê,Quý 3
2021-12-29,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,38.3,%,Tổng cục thống kê,Quý 4
2021-12-29,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,41.96,%,Tổng cục thống kê,Quý 4
2021-12-29,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,11.44,%,Tổng cục thống kê,Quý 4
2021-12-29,Giá trị GDP (2010),Công nghiệp,547529.0,Tỷ VNĐ,,Quý 4
2021-12-29,Giá trị GDP (2010),Dịch vụ,634633.0,Tỷ VNĐ,,Quý 4
2021-12-29,Giá trị GDP (2010),GDP thực,1467490.0,Tỷ VNĐ,,Quý 4
2021-12-29,Giá trị GDP (2010),Nông nghiệp,157234.0,Tỷ VNĐ,,Quý 4
2021-12-29,Giá trị GDP hiện hành,Công nghiệp,918865.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2021-12-29,Giá trị GDP hiện hành,Dịch vụ,1006580.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2021-12-29,Giá trị GDP hiện hành,GDP danh nghĩa,2399005.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2021-12-29,Giá trị GDP hiện hành,Nông nghiệp,274540.0,Tỷ VNĐ,Tổng cục thống kê,Quý 4
2021-12-29,Tăng trưởng thực của GDP,Công nghiệp,5.61,%,Tổng cục thống kê,Quý 4
2021-12-29,Tăng trưởng thực của GDP,Dịch vụ,5.42,%,Tổng cục thống kê,Quý 4
2021-12-29,Tăng trưởng thực của GDP,Nông nghiệp,3.16,%,Tổng cục thống kê,Quý 4
2021-12-29,Tăng trưởng thực của GDP,Tổng GDP,5.22,%,Tổng cục thống kê,Quý 4
2022-03-30,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,37.97,%,Tổng cục thống kê,Quý 1
2022-03-30,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,41.7,%,Tổng cục thống kê,Quý 1
2022-03-30,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,10.94,%,Tổng cục thống kê,Quý 1
2022-03-30,Giá trị GDP (2010),Công nghiệp,462710.0,Tỷ VNĐ,,Quý 1
2022-03-30,Giá trị GDP (2010),Dịch vụ,535754.0,Tỷ VNĐ,,Quý 1
2022-03-30,Giá trị GDP (2010),GDP thực,1255312.0,Tỷ VNĐ,,Quý 1
2022-03-30,Giá trị GDP (2010),Nông nghiệp,130990.0,Tỷ VNĐ,,Quý 1
2022-03-30,Giá trị GDP hiện hành,Công nghiệp,809861.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2022-03-30,Giá trị GDP hiện hành,Dịch vụ,889376.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2022-03-30,Giá trị GDP hiện hành,GDP danh nghĩa,2132796.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2022-03-30,Giá trị GDP hiện hành,Nông nghiệp,233213.0,Tỷ VNĐ,Tổng cục thống kê,Quý 1
2022-03-30,Tăng trưởng thực của GDP,Công nghiệp,6.38,%,Tổng cục thống kê,Quý 1
2022-03-30,Tăng trưởng thực của GDP,Dịch vụ,4.58,%,Tổng cục thống kê,Quý 1
2022-03-30,Tăng trưởng thực của GDP,Nông nghiệp,2.45,%,Tổng cục thống kê,Quý 1
2022-03-30,Tăng trưởng thực của GDP,Tổng GDP,5.03,%,Tổng cục thống kê,Quý 1
2022-06-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,39.3,%,Tổng cục thống kê,6 tháng
2022-06-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,40.43,%,Tổng cục thống kê,Quý 2
2022-06-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,40.63,%,Tổng cục thống kê,6 tháng
2022-06-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,39.68,%,Tổng cục thống kê,Quý 2
2022-06-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,11.05,%,Tổng cục thống kê,6 tháng
2022-06-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,11.18,%,Tổng cục thống kê,Quý 2
2022-06-28,Giá trị GDP (2010),Công nghiệp,984355.0,Tỷ VNĐ,,6 tháng
2022-06-28,Giá trị GDP (2010),Công nghiệp,521538.0,Tỷ VNĐ,,Quý 2
2022-06-28,Giá trị GDP (2010),Dịch vụ,1094980.0,Tỷ VNĐ,,6 tháng
2022-06-28,Giá trị GDP (2010),Dịch vụ,558903.0,Tỷ VNĐ,,Quý 2
2022-06-28,Giá trị GDP (2010),GDP thực,2602382.0,Tỷ VNĐ,,6 tháng
2022-06-28,Giá trị GDP (2010),GDP thực,1346821.0,Tỷ VNĐ,,Quý 2
2022-06-28,Giá trị GDP (2010),Nông nghiệp,272241.0,Tỷ VNĐ,,6 tháng
2022-06-28,Giá trị GDP (2010),Nông nghiệp,141144.0,Tỷ VNĐ,,Quý 2
2022-06-28,Giá trị GDP hiện hành,Công nghiệp,1740713.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2022-06-28,Giá trị GDP hiện hành,Công nghiệp,926735.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2022-06-28,Giá trị GDP hiện hành,Dịch vụ,1799520.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2022-06-28,Giá trị GDP hiện hành,Dịch vụ,909571.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2022-06-28,Giá trị GDP hiện hành,GDP danh nghĩa,4429425.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2022-06-28,Giá trị GDP hiện hành,GDP danh nghĩa,2292012.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2022-06-28,Giá trị GDP hiện hành,Nông nghiệp,489649.0,Tỷ VNĐ,Tổng cục thống kê,6 tháng
2022-06-28,Giá trị GDP hiện hành,Nông nghiệp,256159.0,Tỷ VNĐ,Tổng cục thống kê,Quý 2
2022-06-28,Tăng trưởng thực của GDP,Công nghiệp,7.7,%,Tổng cục thống kê,6 tháng
2022-06-28,Tăng trưởng thực của GDP,Công nghiệp,8.87,%,Tổng cục thống kê,Quý 2
2022-06-28,Tăng trưởng thực của GDP,Dịch vụ,6.6,%,Tổng cục thống kê,6 tháng
2022-06-28,Tăng trưởng thực của GDP,Dịch vụ,8.56,%,Tổng cục thống kê,Quý 2
2022-06-28,Tăng trưởng thực của GDP,Nông nghiệp,2.78,%,Tổng cục thống kê,6 tháng
2022-06-28,Tăng trưởng thực của GDP,Nông nghiệp,3.02,%,Tổng cục thống kê,Quý 2
2022-06-28,Tăng trưởng thực của GDP,Tổng GDP,6.42,%,Tổng cục thống kê,6 tháng
2022-06-28,Tăng trưởng thực của GDP,Tổng GDP,7.72,%,Tổng cục thống kê,Quý 2
2022-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,38.69,%,Tổng cục thống kê,9 tháng
2022-09-28,Cơ cấu GDP  theo giá hiện tại,Công nghiệp,39.99,%,Tổng cục thống kê,Quý 3
2022-09-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,41.31,%,Tổng cục thống kê,9 tháng
2022-09-28,Cơ cấu GDP  theo giá hiện tại,Dịch vụ,40.29,%,Tổng cục thống kê,Quý 3
2022-09-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,11.27,%,Tổng cục thống kê,9 tháng
2022-09-28,Cơ cấu GDP  theo giá hiện tại,Nông nghiệp,11.38,%,Tổng cục thống kê,Quý 3
2022-09-28,Giá trị GDP (2010),Công nghiệp,1477553.0,Tỷ VNĐ,,9 tháng
2022-09-28,Giá trị GDP (2010),Công nghiệp,516567.0,Tỷ VNĐ,,Quý 3
2022-09-28,Giá trị GDP (2010),Dịch vụ,1728262.0,Tỷ VNĐ,,9 tháng
2022-09-28,Giá trị GDP (2010),Dịch vụ,587647.0,Tỷ VNĐ,,Quý 3
2022-09-28,Giá trị GDP (2010),GDP thực,4006189.0,Tỷ VNĐ,,9 tháng
2022-09-28,Giá trị GDP (2010),GDP thực,1376321.0,Tỷ VNĐ,,Quý 3
